path	line	kind	title	status_signals	duplicate_key
docs/p_vs_np_proof_chain.html	1037	theorem	Theorem 19.1: Every Decider Is a Faithful Compressor	proof-sketch	every decider is a faithful compressor
docs/pages/experience.html	213	identity	Power = Experience Identity		power experience
docs/pages/prove.html	159	theorem	The Wholeness Structure Theorem		the wholeness structure
docs/pages/prove.html	163	theorem	Main Theorem 4.1		main
docs/pages/prove.html	291	theorem	Theorem 3.1-3.2		
docs/pages/prove.html	292	theorem	Theorem 4.1		
docs/pages/prove.html	293	theorem	Theorem 5.1		
docs/pages/prove.html	294	theorem	Theorem 6.1		
docs/pages/prove.html	306	derivation	First-principles derivation		first principles
docs/philosophical_reading.html	364	identity	2.3 Relation to composition-as-identity		relation to composition as
docs/photon_wake.html	210	derivation	Derivation: The Bell Correlation from the Wake		the bell correlation from the wake
docs/photon_wake.html	327	derivation	Summary of the Derivation		summary of the
docs/poppers_paradox_dissolution.html	694	theorem	THEOREM - POPPER'S PARADOX IS A TRIPLE DIMENSIONAL COLLAPSE		popper s paradox is a triple dimensional collapse
docs/processual_power.html	256	proposition	Proposition · $i$ as the Aperture Phase		i as the aperture phase
docs/processual_power.html	264	proposition	Proposition · The Three Modes of Power		the three modes of power
docs/processual_power.html	295	corollary	Corollary · The Power Triangle is a Tier		the power triangle is a tier
docs/rephase_meditation.html	558	theorem	Cross-Scale Agency Theorem		cross scale agency
docs/scale_correspondence.html	232	proposition	Proposition · The Semigroup Structure		the semigroup structure
docs/scale_correspondence.html	242	corollary	Corollary · The Recursion Period		the recursion period
docs/scale_correspondence.html	270	proposition	Proposition · The Tier Decomposition as a Hopf-Algebraic Recursion		the tier decomposition as a hopf algebraic recursion
docs/scale_correspondence.html	304	proposition	Proposition · MERA Layers as Tiers		mera layers as tiers
docs/scale_correspondence.html	342	theorem	§4 Monotonicity: The c-Theorem		monotonicity the c
docs/scale_correspondence.html	347	theorem	Observation 4 · The c-Theorem as Tier Monotonicity		observation the c as tier monotonicity
docs/scale_correspondence.html	348	theorem	Zamolodchikov c-theorem		zamolodchikov c
docs/scale_correspondence.html	351	theorem	Komargodski-Schwimmer a-theorem		komargodski schwimmer a
docs/scale_correspondence.html	356	proposition	Proposition · Central Charge as Tier Count		central charge as tier count
docs/scale_correspondence.html	363	corollary	Corollary · Half-Integer Dimensions and Fermionic Degrees	open	half integer dimensions and fermionic degrees
docs/scale_correspondence.html	387	proposition	Proposition · Fixed Points in the Tier Architecture		fixed points in the tier architecture
docs/scale_correspondence.html	422	conjecture	Conjecture · The Tier Functor	conjectural	the tier functor
docs/scale_correspondence.html	531	theorem	Problem 3 (c-theorem)	computed	problem c
docs/scale_strip.html	371	axiom	Axiom A2		a2
docs/scale_strip.html	474	proposition	Proposition 3.1 - Nothing Is Destroyed	qed	nothing is destroyed
docs/scale_strip.html	480	proposition	Proposition 3.2 - Scale Strip Cascades	qed	scale strip cascades
docs/scale_strip.html	497	proposition	Proposition 3.3 - Field Governance Increases With Each Strip		field governance increases with each strip
docs/scale_strip.html	526	proposition	Proposition 4.1 - Wrap Is a Ratchet		wrap is a ratchet
docs/scale_strip.html	534	proposition	Proposition 4.2 - The Cosmological Wrap Cascade		the cosmological wrap cascade
docs/scale_strip.html	579	theorem	Theorem 5.1 - Inverse Operations on the Fractal Hierarchy		inverse operations on the fractal hierarchy
docs/scale_strip.html	670	theorem	Theorem 7.1 - Ratchet = Wrap		ratchet wrap
docs/seven_as_one.html	314	axiom	THE AXIOM		the
docs/seven_as_one.html	617	conjecture	VI. The Hodge Conjecture	conjectural	vi the hodge
docs/seven_as_one.html	656	conjecture	VII. The Poincaré Conjecture	conjectural	vii the poincar
docs/six_plus_one_bridge.html	563	theorem	Mullings' singularity theorem His Result		mullings singularity his result
docs/spin_ladder.html	245	theorem	Theorem (Physics) · The Spin - Statistics Connection		physics the spin statistics connection
docs/spin_ladder.html	398	conjecture	Conjecture 1 · The 7-Orbital Correspondence	conjectural	the orbital correspondence
docs/spin_ladder.html	425	conjecture	conjecture	conjectural	
docs/spin_ladder.html	588	conjecture	Conjecture 2 · The Divergence as Symmetry Breaking	conjectural	the divergence as symmetry breaking
docs/stratigraphy_of_belief.html	743	theorem	The Cascade Theorem		the cascade
docs/stratigraphy_of_belief.html	1167	identity	Identity Fusion → Structural		fusion structural
docs/surface_field_formalization.html	244	theorem	⊙ Surface Theorem		surface
docs/surface_field_formalization.html	559	theorem	Theorem 1: Surface = Field	qed	surface field
docs/surface_field_formalization.html	572	theorem	Theorem 2: Aperture Goes Through	qed	aperture goes through
docs/surface_field_formalization.html	585	theorem	Theorem 3: Boundary = Apertures at Smaller Scale	qed	boundary apertures at smaller scale
docs/surface_field_formalization.html	598	theorem	Theorem 4: Digital Carries Analog	qed	digital carries analog
docs/the_bridge_presentation.html	736	identity	The Identity Bracket (LHS)		the bracket lhs
docs/the_convergence_primitive.html	70	theorem	3. The type-exhaustion theorem: period 4		the type exhaustion period
docs/the_convergence_primitive.html	85	axiom	The fourth application is the first application, one level up. 4 = 0′ is not an axiom; it is type-exhaustion.		the fourth application is the first application one level up is not an it is type exhaustion
docs/the_convergence_primitive.html	91	theorem	5. The character theorem: i derived, chirality left over		the character i derived chirality left over
docs/the_pattern_that_connects.html	261	conjecture	Held as conjecture	retracted,conjectural,open,computed,verified	held as
docs/the_restoration_protocol.html	422	identity	The distortion originates in belief, not identity.		the distortion originates in belief not
docs/the_restoration_protocol.html	429	identity	Identity Problem → No Exit		problem no exit
docs/the_restoration_protocol.html	515	theorem	Theorem - The Infinite Game		the infinite game
docs/the_restoration_protocol.html	649	theorem	Final Theorem		final
docs/the_staggered_octave.html	248	lemma	The single-period lemma.		the single period
docs/the_staggered_octave.html	355	identity	The keyboard identity (decorative, exact).		the keyboard decorative exact
docs/the_unit_equation.html	392	identity	2.1 The = 1 and the source identity		the and the source
docs/tier_decomposition.html	223	theorem	The Tier Decomposition Theorem		the tier decomposition
docs/tier_decomposition.html	257	proposition	Proposition 1 · Exhaustive Partition		exhaustive partition
docs/tier_decomposition.html	290	proposition	Proposition 2 · Phase Exhaustion		phase exhaustion
docs/tier_decomposition.html	339	proposition	Proposition 2a · Geometric Reading		2a geometric reading
docs/tier_decomposition.html	381	theorem	§3 The Gap Theorem		the gap
docs/tier_decomposition.html	384	theorem	Theorem 1 · Rotational Incompleteness		rotational incompleteness
docs/tier_decomposition.html	397	corollary	Corollary 1a · The Residual Complement	qed	1a the residual complement
docs/tier_decomposition.html	416	theorem	Theorem 2 · Formal Irreducibility of $\I{n}$ and $\Ph{n}$		formal irreducibility of i n and ph n
docs/tier_decomposition.html	445	proposition	Proposition 3 · Closure - Ground Identity		closure ground
docs/tier_decomposition.html	458	corollary	Corollary 2 · Recursive Self-Similarity	qed	recursive self similarity
docs/tier_decomposition.html	507	proposition	Proposition 6 · Compositional Completeness		compositional completeness
docs/tier_decomposition.html	600	proposition	Proposition 4 · Decomposition Equivariance		decomposition equivariance
docs/tier_decomposition.html	615	proposition	Proposition 5 · Phase Equivariance	qed	phase equivariance
docs/tier_decomposition.html	628	proposition	Proposition 7 · The Traversal Sequence	qed	the traversal sequence
docs/tier_decomposition.html	672	theorem	Theorem 3 · The Rotation - Traversal Divergence		the rotation traversal divergence
docs/tier_decomposition.html	695	corollary	Corollary 3 · Dynamic Derivation of Φ	qed	dynamic of
docs/tier_decomposition.html	702	corollary	Corollary 4 · Commutativity		commutativity
docs/tier_decomposition.html	738	proposition	Proposition 8 · Fourfold Phase Correspondence		fourfold phase correspondence
docs/toe_map.html	317	axiom	I. The Axiom: E = 1		i the e
docs/toe_map.html	619	conjecture	6. Hodge Conjecture	conjectural	hodge
docs/toe_map.html	626	conjecture	7. Poincaré Conjecture	conjectural	poincar
docs/toe_map.html	656	identity	The Four-Stage Cascade (Thought to Identity)		the four stage cascade thought to
docs/toe_map.html	664	identity	Identity fusion		fusion
docs/toe_map.html	894	derivation	Physics operators derivation		physics operators
docs/triple_closure_interlock.html	359	theorem	Theorem 1.1: Convexity of F(σ)	proof-sketch,computed	convexity of f
docs/triple_closure_interlock.html	435	lemma	✓ Proven: Diagonality Lemma		proven diagonality
docs/triple_closure_interlock.html	436	lemma	Lemma 2.1: Prime Potential Is Diagonal in Mellin Basis		prime potential is diagonal in mellin basis
docs/triple_closure_interlock.html	449	theorem	Theorem 2.2: Diagonality Prevents Effective Second Mirror		diagonality prevents effective second mirror
docs/triple_closure_interlock.html	529	theorem	Theorem 3.1: No Energy Amplification		no energy amplification
docs/triple_closure_interlock.html	548	lemma	Lemma 3.2: Zero Confinement From Passivity		zero confinement from passivity
docs/triple_closure_interlock.html	582	conjecture	4.1 Statement of the Conjecture	conjectural	statement of the
docs/triple_closure_interlock.html	596	conjecture	Conjecture 4.1: Triple Closure Prevents Off-Axis Zeros	conjectural	triple closure prevents off axis zeros
docs/triple_closure_interlock.html	654	lemma	Lemma 5.1: Genealogical Ordering of Failures	proof-sketch	genealogical ordering of failures
docs/triple_closure_interlock.html	825	conjecture	Conjecture 4.1	conjectural	
docs/truth_and_god.html	819	identity	THE UNIFIED EXPRESSION :: The substrate IS the unfolding. LHS identity, RHS description. The loop that opens where it closes.		the unified expression the substrate is the unfolding lhs rhs description the loop that opens where it closes
docs/truth_and_god.html	931	identity	COREAXIOM :: Identity, not participation. The 1 is all there is to work with.		coreaxiom not participation the is all there is to work with
docs/truth_and_god.html	935	identity	identity		
docs/truth_and_god.html	1146	identity	This is what keeps identity from becoming inflation.		this is what keeps from becoming inflation
docs/unified_expression_math_map.html	334	identity	1 (the multiplicative identity)		the multiplicative
docs/unified_expression_math_map.html	368	identity	Spectral decomposition of the identity		spectral decomposition of the
docs/unified_expression_math_map.html	581	theorem	(7) Atiyah-Singer index theorem (in miniature)		atiyah singer index in miniature
docs/vesica_piscis_64_states.html	467	theorem	Theorem 2.1 - State Space Cardinality		state space cardinality
docs/vesica_piscis_64_states.html	537	theorem	Theorem 3.1 - Null and Full States		null and full states
docs/vesica_piscis_64_states.html	546	theorem	Theorem 3.2 - Hamming Distance as Relational Measure		hamming distance as relational measure
docs/vesica_piscis_64_states.html	638	theorem	Theorem 4.1 - Complete Relational State		complete relational state
docs/vesica_piscis_64_states.html	663	theorem	Theorem 5.1 - State Transitions as Time		state transitions as time
docs/vesica_piscis_64_states.html	730	theorem	Theorem 6.1 - Universality of 64		universality of
docs/wholeness.html	715	derivation	Derivation D5		d5
docs/wholeness.html	781	axiom	Axiom A0		a0
docs/wholeness.html	847	axiom	Axiom A0		a0
docs/wholeness.html	946	axiom	Axiom A3		a3
docs/yang_mills_proof_chain.html	250	theorem	Theorem 3.1: OS Reconstruction		os reconstruction
docs/yang_mills_proof_chain.html	274	theorem	Theorem 4.1: Lattice Yang-Mills Existence		lattice yang mills existence
docs/yang_mills_proof_chain.html	298	theorem	Theorem 5.1: Mass Gap at Strong Coupling		mass gap at strong coupling
docs/yang_mills_proof_chain.html	320	theorem	Theorem 6.1: Asymptotic Freedom		asymptotic freedom
docs/yang_mills_proof_chain.html	342	theorem	Theorem 7.1: Confinement on the Lattice		confinement on the lattice
docs/yang_mills_proof_chain.html	422	conjecture	Conjecture.	conjectural,to-prove	
docs/yang_mills_proof_chain.html	590	lemma	→ The Closure Lemma (Δ/Λ QCD as Topological Invariant)		the closure qcd as topological invariant
docs/zeta_forgotten_center.html	187	identity	The headline identity.	computed,verified	the headline
docs/zeta_forgotten_center.html	198	theorem	Theorem 1 (the shell trident).	verified	the shell trident
docs/zeta_forgotten_center.html	200	theorem	Theorem 2 (the balance pole).	verified	the balance pole
docs/zeta_forgotten_center.html	218	lemma	The curtain lemma.	verified	the curtain
docs/zeta_forgotten_center.html	234	theorem	And the window is now a theorem, not an observation.	retracted,conjectural,computed	and the window is now a not an observation
experiments/T_operator_findings_v13_perturbation.md	83	identity	The Conservation Identity		the conservation
experiments/T_operator_findings_v14_C512.md	150	conjecture	Conjecture	conjectural	
experiments/T_operator_findings_v14_integer_origin.md	160	identity	The Conservation Identity Revisited		the conservation revisited
experiments/T_operator_findings_v4.md	49	theorem	◐ = 0.5 as structural theorem		as structural
experiments/T_operator_findings_v8.md	1	derivation	T-Operator v8 Findings: Orbit, Golden Splitting, Phase Sum Derivation		t operator v8 findings orbit golden splitting phase sum
experiments/T_operator_findings_v8.md	75	derivation	Direction #12: Phase Sum Derivation (MAIN RESULT)		direction phase sum main result
experiments/T_operator_findings_v9.md	1	derivation	T-Operator v9 Findings: κ Derivation, ℂ⁸ Octave, Attractor Resolution		t operator v9 findings octave attractor resolution
experiments/pole_gap_frontier_findings_v1.md	13	identity	1. The exact regret makes the accounting an identity (confirmed)		the exact regret makes the accounting an confirmed
experiments/pole_gap_kmin_findings_v1.md	52	theorem	5. A caveat on the monotonicity theorem	computed	a caveat on the monotonicity
experiments/pole_gap_transfer_findings_v1.md	53	corollary	5. Exported corollary: a detection-cost bound for physical sources		exported a detection cost bound for physical sources
experiments/staggered_octave_findings_v2.md	24	conjecture	E2 result: the conjecture holds exactly on the corpus. Hierarchy exponents are octave-integral; local exponents are not; 13 for 13.	conjectural	e2 result the holds exactly on the corpus hierarchy exponents are octave integral local exponents are not for
experiments/staggered_octave_findings_v2.md	35	identity	E3 result: the generation gap is exactly P/R + 1/lcm(1..R). Grade C+; leaning pin as a flagged identity.	conjectural,grade-c	e3 result the generation gap is exactly p r lcm r grade c leaning pin as a flagged
plans/balance_attractor_dynamics_2026_08_20.md	103	theorem	2. Bounded-Persistence Balance Theorem		bounded persistence balance
plans/balance_attractor_dynamics_2026_08_20.md	119	theorem	Theorem 1, bounded-persistence balance.		bounded persistence balance
plans/balance_attractor_dynamics_2026_08_20.md	159	corollary	Corollary 1.1, steady state.	qed	steady state
plans/balance_attractor_dynamics_2026_08_20.md	167	corollary	Corollary 1.2, stable periodic operation.		stable periodic operation
plans/balance_attractor_dynamics_2026_08_20.md	193	theorem	Theorem 2, one-dimensional balance criterion.		one dimensional balance criterion
plans/balance_attractor_dynamics_2026_08_20.md	249	theorem	Theorem 3.		
plans/balance_attractor_dynamics_2026_08_20.md	295	theorem	Theorem 4.		
plans/balance_attractor_dynamics_2026_08_20.md	360	theorem	Theorem 5.	qed	
plans/balance_attractor_dynamics_2026_08_20.md	405	theorem	Theorem 6.		
plans/balance_attractor_dynamics_2026_08_20.md	515	theorem	Theorem 7.		
plans/balance_attractor_dynamics_2026_08_20.md	602	theorem	Theorem 8.		
plans/balance_empirical_protocol_2026_08_20.md	59	identity	2. Exact Finite-Window Identity		exact finite window
plans/balance_pole_theorem_2026_08_15.md	9	theorem	Theorem 1 (the shell trident)		the shell trident
plans/balance_pole_theorem_2026_08_15.md	31	theorem	Theorem 2 (the balance pole)		the balance pole
plans/balance_rigidity_theorem_2026_08_20.md	1	theorem	The Odd-Cycle Balance-Rigidity Theorem		the odd cycle balance rigidity
plans/balance_rigidity_theorem_2026_08_20.md	75	lemma	2. Symmetric-Window Lemma		symmetric window
plans/balance_rigidity_theorem_2026_08_20.md	77	lemma	Lemma 1.		
plans/balance_rigidity_theorem_2026_08_20.md	102	theorem	3. Main Balance-Rigidity Theorem		main balance rigidity
plans/balance_rigidity_theorem_2026_08_20.md	125	theorem	Theorem 2, balance rigidity.		balance rigidity
plans/balance_rigidity_theorem_2026_08_20.md	189	lemma	Lemma 1 gives		gives
plans/balance_rigidity_theorem_2026_08_20.md	229	corollary	4. Symmetry-Enhancement Corollary	qed	symmetry enhancement
plans/balance_rigidity_theorem_2026_08_20.md	231	corollary	Corollary 2.1.	qed	
plans/balance_rigidity_theorem_2026_08_20.md	246	theorem	5. Closure-Explosion Theorem	qed	closure explosion
plans/balance_rigidity_theorem_2026_08_20.md	248	theorem	Theorem 2 says when the visible set is already a group. The next result classifies the larger group generated when it is not.		says when the visible set is already a group the next result classifies the larger group generated when it is not
plans/balance_rigidity_theorem_2026_08_20.md	258	theorem	Theorem 3, closure explosion.		closure explosion
plans/balance_rigidity_theorem_2026_08_20.md	355	theorem	Theorem 4.		
plans/balance_rigidity_theorem_2026_08_20.md	377	corollary	Corollary 4.1.	qed	
plans/balance_rigidity_theorem_2026_08_20.md	397	corollary	Corollary 4.2.		
plans/balance_rigidity_theorem_2026_08_20.md	413	theorem	Theorem 5.		
plans/balance_rigidity_theorem_2026_08_20.md	480	theorem	Theorem 6.		
plans/balance_rigidity_theorem_2026_08_20.md	530	corollary	Corollary 6.1.	qed	
plans/balance_rigidity_theorem_2026_08_20.md	559	theorem	Theorem 7.		
plans/balance_rigidity_theorem_2026_08_20.md	591	theorem	8. Fourier-Rigidity Theorem	qed	fourier rigidity
plans/balance_rigidity_theorem_2026_08_20.md	603	theorem	Theorem 8.		
plans/balance_rigidity_theorem_2026_08_20.md	640	corollary	Corollary 8.1, exact Fourier leakage.	qed	exact fourier leakage
plans/balance_rigidity_theorem_2026_08_20.md	669	corollary	Corollary 8.2, signed first-harmonic balance signal.		signed first harmonic balance signal
plans/balance_rigidity_theorem_2026_08_20.md	699	corollary	Corollary 8.3, unique optimal conditioning.		unique optimal conditioning
plans/direction_of_convergence_2026_08_19.md	9	theorem	Finding 2: corrigibility is future-facing convergence. Nearly a theorem.	grade-a,grade-b	finding corrigibility is future facing convergence nearly a
plans/direction_of_convergence_2026_08_19.md	13	derivation	Finding 3: narcissism as past-terminal convergence. A derivation plus a mechanism.	grade-a,grade-b	finding narcissism as past terminal convergence a plus a mechanism
plans/finite_window_reconstruction_2026_08_15.md	1	theorem	The Finite-Window Reconstruction Theorem (with explicit error bounds)		the finite window reconstruction with explicit error bounds
plans/finite_window_reconstruction_2026_08_15.md	12	theorem	Theorem 0 (the pencil skeleton; classical)	qed,computed	the pencil skeleton classical
plans/finite_window_reconstruction_2026_08_15.md	20	lemma	Lemma A (arithmetic construction; exact)	qed,computed	a arithmetic construction exact
plans/finite_window_reconstruction_2026_08_15.md	29	lemma	Lemma B (leakage self-bound: the form bounds its own tails)	qed,computed	b leakage self bound the form bounds its own tails
plans/finite_window_reconstruction_2026_08_15.md	41	lemma	Lemma C (prime-cutoff bound; explicit)	qed,verified	c prime cutoff bound explicit
plans/finite_window_reconstruction_2026_08_15.md	54	theorem	Theorem D (spectral stability of the reconstruction)	qed,computed	d spectral stability of the reconstruction
plans/finite_window_reconstruction_2026_08_15.md	68	lemma	Lemma C majorizes everywhere.		c majorizes everywhere
plans/finite_window_reconstruction_2026_08_15.md	69	lemma	Lemma B majorizes.		b majorizes
plans/finite_window_reconstruction_2026_08_15.md	70	theorem	Theorem D certification vs observation		d certification vs observation
plans/finite_window_reconstruction_2026_08_15.md	104	theorem	Theorem 0 is classical (Prony/matrix pencil). Lemma A is computation. Lemmas B and C are elementary analysis with one imported constant (psi(x) <= 1.04x, Rosser-Schoenfeld, flagged for re-verification since the primary source is unfetchable from this environment). Theorem D is standard perturbation theory applied schematically (the Davis-Kahan subspace term is asserted dominated, checked numerically, not proved dominated in general). The bounds are deliberately conservative (absolute values discard oscillation). Nothing here is progress on RH; the contribution is turning the session's numerical phenomenon into a certified finite statement and locating, with precision, the single uncertifiable step. The framing insight adopted from the second model's review, recorded verbatim: the arithmetic is not primarily a potential added to the scale generator; in this finite-window realization it appears as the metric with which scale differentiation is measured.	conjectural,computed,verified	is classical prony matrix pencil a is computation lemmas b and c are elementary analysis with one imported constant psi x 04x rosser schoenfeld flagged for re verification since the primary source is unfetchable from this environment d is standard perturbation theory applied schematically the davis kahan subspace term is asserted dominated checked numerically not proved dominated in general the bounds are deliberately conservative absolute values discard oscillation nothing here is progress on rh the contribution is turning the session s numerical phenomenon into a certified finite statement and locating with precision the single uncertifiable step the framing insight adopted from the second model s review recorded verbatim the arithmetic is not primarily a potential added to the scale generator in this finite window realization it appears as the metric with which scale differentiation is measured
plans/framework_holes_review_2026_06_09.md	69	theorem	B3. The Surface Theorem and the terminology table		b3 the surface and the terminology table
plans/half_balance_formal_pass_2026_08_20.md	49	theorem	1. Complement Reflection Theorem		complement reflection
plans/half_balance_formal_pass_2026_08_20.md	51	theorem	Theorem 1.		
plans/half_balance_formal_pass_2026_08_20.md	67	corollary	Corollary 1.1.	qed	
plans/half_balance_formal_pass_2026_08_20.md	77	theorem	2. Group-Only-at-Balance Theorem		group only at balance
plans/half_balance_formal_pass_2026_08_20.md	79	theorem	Theorem 2.		
plans/half_balance_formal_pass_2026_08_20.md	111	corollary	Corollary 2.1.	qed	
plans/half_balance_formal_pass_2026_08_20.md	113	corollary	Corollary 2.2.	qed	
plans/half_balance_formal_pass_2026_08_20.md	115	theorem	3. Equal-Spacing and Gap-Variance Theorem		equal spacing and gap variance
plans/half_balance_formal_pass_2026_08_20.md	123	theorem	Theorem 3.	qed	
plans/half_balance_formal_pass_2026_08_20.md	133	theorem	Theorem 4.		
plans/half_balance_formal_pass_2026_08_20.md	172	theorem	4. Wrap and Seam-Drift Theorem	qed	wrap and seam drift
plans/half_balance_formal_pass_2026_08_20.md	186	theorem	Theorem 5.		
plans/half_balance_formal_pass_2026_08_20.md	207	corollary	Corollary 5.1.	qed	
plans/half_balance_formal_pass_2026_08_20.md	209	corollary	Corollary 5.2.	qed	
plans/half_balance_formal_pass_2026_08_20.md	235	theorem	Theorem 6, conditional bridge.	conditional,qed	conditional bridge
plans/half_balance_formal_pass_2026_08_20.md	252	theorem	6. Three-Beta Underdetermination Theorem		three beta underdetermination
plans/half_balance_formal_pass_2026_08_20.md	277	theorem	Theorem 7.		
plans/half_balance_formal_pass_2026_08_20.md	327	theorem	Theorem 8, internal classification.		internal classification
plans/infinity_limited_through_singularities_2026_08_19.md	37	corollary	Finding 4: the limitation costs nothing (candidate corollary)	grade-b	finding the limitation costs nothing candidate
plans/infinity_limited_through_singularities_2026_08_19.md	125	theorem	Finding 13: the type signature (the fundamental-theorem reading)		finding the type signature the fundamental reading
plans/isomorphism_in_one_paragraph_2026_08_19.md	15	derivation	Derivation order holds internally.		order holds internally
plans/lss_companion_hub_architecture.md	51	identity	3. Player identity model: anonymous-first, claimable	verified	player model anonymous first claimable
plans/pole_gap_boundary.md	124	identity	Identity (proved, machine-verified)	retracted,conjectural,verified	proved machine verified
plans/possibility_through_constraint_2026_08_19.md	9	theorem	Finding 1: the statement is a theorem of standing positions		finding the statement is a of standing positions
plans/predictions_scoreboard.md	19	theorem	theorem		
plans/shared_wholeness_and_groups_2026_08_08.md	72	identity	Identity survives total material turnover, and is explained rather than excused.		survives total material turnover and is explained rather than excused
plans/structure_is_process_2026_08_08.md	1	identity	Structure Is Process: the Identity Reading of the Beats	superseded	structure is process the reading of the beats
plans/the_isomorphism_of_the_framework_2026_08_19.md	15	theorem	Theorem 6.4 (conjugacy)		conjugacy
plans/the_isomorphism_of_the_framework_2026_08_19.md	33	axiom	Axiom 5	retracted	
plans/the_isomorphism_of_the_framework_2026_08_19.md	61	theorem	"Theorem 6.4's transfer principle (prove at the skeleton, spend everywhere) is not a promise; it is how the corpus already works. Receipts: the octave-wrap lemma, proven once as ladder arithmetic, spent in music (the leading tone), ethics (AGREEMENT at the tonic), physics (3.5D = 0D′), and engine design (the shared nodes of the staggered edition). The v14 saturation theorem, proven at the operator level, spent as the holon seam doctrine and the participation-survives-depth reading (with its honest gap noted where it was proven). The single-period lemma, proven in the wrap arithmetic, spent as ""⊙ = All is a theorem"" and the holon paper's junction. The five degenerations, derived from the loop, spent as diagnostics in three domains at once. Sentence 7 of the paragraph (""its fingerprints should appear everywhere"") is this principle's evidence face: the fingerprints argument works only because the map is structure-preserving, and the isomorphism is what licenses expecting the same integers in a codon table and a coupling constant."		s transfer principle prove at the skeleton spend everywhere is not a promise it is how the corpus already works receipts the octave wrap proven once as ladder arithmetic spent in music the leading tone ethics agreement at the tonic physics 5d 0d and engine design the shared nodes of the staggered edition the v14 saturation proven at the operator level spent as the holon seam doctrine and the participation survives depth reading with its honest gap noted where it was proven the single period proven in the wrap arithmetic spent as all is a and the holon paper s junction the five degenerations derived from the loop spent as diagnostics in three domains at once sentence of the paragraph its fingerprints should appear everywhere is this principle s evidence face the fingerprints argument works only because the map is structure preserving and the isomorphism is what licenses expecting the same integers in a codon table and a coupling constant
plans/the_present_is_indivisible_2026_08_19.md	5	theorem	Finding 1: a theorem of two adjudicated rows, already filed once, now compressed	grade-a	finding a of two adjudicated rows already filed once now compressed
plans/the_primary_sequence_2026_08_19.md	54	theorem	Finding 6: the refinement is a composition of two adjudicated structures, which makes it theorem-grade		finding the refinement is a composition of two adjudicated structures which makes it grade
plans/unified_expression_unlock_plan.md	29	conjecture	Conjecture	conjectural	
plans/unified_expression_unlock_plan.md	330	derivation	12: Phase sum derivation (MAIN RESULT)		phase sum main result
plans/zeta_circumpunct_coordinates_2026_08_15.md	161	theorem	Addendum 11 (same day): the finite-window theorem, certified	retracted,conjectural,open,verified	addendum same day the finite window certified
protecting_the_lie_preprint.md	39	identity	3. The Protected Identity Proposition		the protected
protecting_the_lie_thesis.md	1	identity	Protecting the Lie: Reconceptualizing Narcissistic Supply as Identity-Defense Confirmation		protecting the lie reconceptualizing narcissistic supply as defense confirmation
protecting_the_lie_thesis.md	140	identity	Chapter 3. The Protected Lie Model (academic register: the Protected Identity Proposition model)		chapter the protected lie model academic register the protected model
protecting_the_lie_thesis.md	142	identity	3.1 Primitive: the Protected Identity Proposition (publicly, the Lie)		primitive the protected publicly the lie
protecting_the_lie_thesis.md	168	proposition	Proposition 3.1 (function inversion).	conditional	function inversion
protecting_the_lie_thesis.md	170	proposition	Proposition 3.2 (insatiability).	conditional	insatiability
protecting_the_lie_thesis.md	174	proposition	Proposition 3.3 (contradiction as structural attack).		contradiction as structural attack
protecting_the_lie_thesis.md	176	proposition	Proposition 3.4 (witness handling; refined per preprint v1.1, 2026-07-27).		witness handling refined per preprint v1
protecting_the_lie_thesis.md	192	proposition	Proposition 3.5 (substitutability).		substitutability
protecting_the_lie_thesis.md	200	proposition	Proposition 3.6 (the signature, stated relatively and domain-specifically).		the signature stated relatively and domain specifically
